representative,party,transaction_date,ticker,type,industry,sector,price_date_unadjusted,price_date,purchase_price,purchase_price_plus_365
Josh Gottheimer,Democrat,2/15/2022,TEX,purchase,Construction/Ag Equipment/Trucks,Capital Goods,2/15/2023,2/15/2023,44.20999908,56.15000153
Josh Gottheimer,Democrat,2/7/2022,TSLA,purchase,Auto Manufacturing,Capital Goods,2/7/2023,2/7/2023,302.4466553,196.8099976
Josh Gottheimer,Democrat,2/23/2022,TXN,sale_partial,Semiconductors,Technology,2/23/2023,2/23/2023,165.6399994,171.8200073
Josh Gottheimer,Democrat,2/14/2022,UFPI,sale_partial,Forest Products,Basic Materials,2/14/2023,2/14/2023,76.54000092,96.81999969
Josh Gottheimer,Democrat,2/18/2022,UPS,purchase,Trucking Freight/Courier Services,Transportation,2/18/2023,2/21/2023,209.3600006,178.4600067
Josh Gottheimer,Democrat,2/2/2022,UPS,purchase,Trucking Freight/Courier Services,Transportation,2/2/2023,2/2/2023,232.1100006,191.2899933
Josh Gottheimer,Democrat,2/4/2022,VRSK,purchase,Business Services,Consumer Discretionary,2/4/2023,2/6/2023,197.75,176.9299927
Josh Gottheimer,Democrat,2/28/2022,VZ,purchase,Telecommunications Equipment,Public Utilities,2/28/2023,2/28/2023,53.66999817,38.81000137
Michael Patrick Guest,Republican,3/14/2022,T,purchase,Telecommunications Equipment,Public Utilities,3/14/2023,3/14/2023,17.28852081,18.44000053
Chris Jacobs,Republican,2/15/2022,AMD,exchange,Semiconductors,Technology,2/15/2023,2/15/2023,121.4700012,85.18000031
Robert J. Wittman,Republican,12/16/2021,T,purchase,Telecommunications Equipment,Public Utilities,12/16/2022,12/16/2022,17.90785408,18.48999977
Robert J. Wittman,Republican,12/9/2021,T,sale_full,Telecommunications Equipment,Public Utilities,12/9/2022,12/9/2022,17.32628441,19.09000015
Robert J. Wittman,Republican,12/16/2021,BSX,sale_full,Medical/Dental Instruments,Health Care,12/16/2022,12/16/2022,40.43000031,45.81000137
Robert J. Wittman,Republican,12/14/2021,CME,sale_full,Investment Bankers/Brokers/Service,Finance,12/14/2022,12/14/2022,227.5500031,174.9199982
Robert J. Wittman,Republican,12/16/2021,EOG,purchase,Oil & Gas Production,Energy,12/16/2022,12/16/2022,86.19000244,125.7699966
Robert J. Wittman,Republican,12/14/2021,NEE,sale_partial,Electric Utilities: Central,Public Utilities,12/14/2022,12/14/2022,90.02999878,87.05000305
Robert J. Wittman,Republican,12/16/2021,NOC,sale_full,Industrial Machinery/Components,Capital Goods,12/16/2022,12/16/2022,378.7200012,529.8699951
Robert J. Wittman,Republican,12/16/2021,SBUX,purchase,Restaurants,Consumer Services,12/16/2022,12/16/2022,113.5899963,98.83000183
Robert J. Wittman,Republican,12/16/2021,TGT,sale_full,Department/Specialty Retail Stores,Consumer Services,12/16/2022,12/16/2022,224.7799988,146.4499969
Robert J. Wittman,Republican,12/14/2021,WMT,purchase,Department/Specialty Retail Stores,Consumer Services,12/14/2022,12/14/2022,48.3133316,48.88999939
Mo Brooks,Republican,2/8/2021,T,sale_full,Telecommunications Equipment,Public Utilities,2/8/2022,2/8/2022,21.72960663,18.08157158
Mo Brooks,Republican,2/8/2021,CSCO,sale_full,Computer Communications Equipment,Technology,2/8/2022,2/8/2022,48.93999863,55.34000015
Mo Brooks,Republican,2/8/2021,TFC,sale_full,Major Banks,Finance,2/8/2022,2/8/2022,52.97000122,65.84999847
Ro Khanna,Democrat,1/22/2021,PYPL,sale_partial,Business Services,Miscellaneous,1/22/2022,1/24/2022,252,162.1699982
Ro Khanna,Democrat,1/22/2021,NFLX,purchase,Consumer Electronics/Video Chains,Consumer Services,1/22/2022,1/24/2022,565.1699829,387.1499939
Ro Khanna,Democrat,1/22/2021,NFLX,purchase,Consumer Electronics/Video Chains,Consumer Services,1/22/2022,1/24/2022,565.1699829,387.1499939
Ro Khanna,Democrat,1/22/2021,PYPL,sale_partial,Business Services,Miscellaneous,1/22/2022,1/24/2022,252,162.1699982
Ro Khanna,Democrat,1/22/2021,PYPL,sale_partial,Business Services,Miscellaneous,1/22/2022,1/24/2022,252,162.1699982
Ro Khanna,Democrat,1/28/2021,CARR,sale_full,,,1/28/2022,1/28/2022,38.20000076,46.45000076
Debbie Dingell,Democrat,3/1/2021,MS,exchange,Investment Bankers/Brokers/Service,Finance,3/1/2022,3/1/2022,79.16000366,87.62999725
Debbie Dingell,Democrat,3/2/2021,PEP,purchase,Beverages (Production/Distribution),Consumer Non-Durables,3/2/2022,3/2/2022,131.0700073,164.5200043
Josh Gottheimer,Democrat,2/9/2021,APD,sale_partial,Major Chemicals,Basic Industries,2/9/2022,2/9/2022,254.4400024,259.3599854
Josh Gottheimer,Democrat,2/16/2021,ABNB,purchase,Hotels/Resorts,Consumer Discretionary,2/16/2022,2/16/2022,209.8600006,186.6399994
Josh Gottheimer,Democrat,2/16/2021,BABA,sale_partial,Business Services,Miscellaneous,2/16/2022,2/16/2022,270.7000122,125.5599976
Josh Gottheimer,Democrat,2/23/2021,BABA,sale_partial,Business Services,Miscellaneous,2/23/2022,2/23/2022,252.75,109.7200012
Josh Gottheimer,Democrat,2/25/2021,BABA,sale_partial,Business Services,Miscellaneous,2/25/2022,2/25/2022,240.1799927,107.9400024
Josh Gottheimer,Democrat,2/5/2021,ALLY,purchase,Diversified Financial Services,Finance,2/5/2022,2/7/2022,41.63999939,48.18000031
Josh Gottheimer,Democrat,2/17/2021,GOOG,purchase,"Computer Software: Programming, Data Processing",Technology,2/17/2022,2/17/2022,106.4154968,132.3085022
Josh Gottheimer,Democrat,2/11/2021,MO,sale_full,Farming/Seeds/Milling,Consumer Non-Durables,2/11/2022,2/11/2022,43.31000137,50.36999893
Josh Gottheimer,Democrat,2/22/2021,BKNG,purchase,Transportation Services,Consumer Services,2/22/2022,2/22/2022,2350.02002,2518.219971
Josh Gottheimer,Democrat,2/16/2021,SAM,purchase,Beverages (Production/Distribution),Consumer Staples,2/16/2022,2/16/2022,1166.709961,408.1199951
Josh Gottheimer,Democrat,2/9/2021,SCHW,purchase,Investment Bankers/Brokers/Service,Finance,2/9/2022,2/9/2022,56.27000046,94.51999664
Josh Gottheimer,Democrat,2/5/2021,CSGP,sale_full,Real Estate,Finance,2/5/2022,2/7/2022,90.81800079,69.40000153
Josh Gottheimer,Democrat,2/5/2021,DRI,purchase,Restaurants,Consumer Services,2/5/2022,2/7/2022,131.9799957,140.0899963
Josh Gottheimer,Democrat,2/25/2021,ESTC,purchase,Computer Software: Prepackaged Software,Technology,2/25/2022,2/25/2022,131.5599976,85.41000366
Josh Gottheimer,Democrat,2/23/2021,EBS,sale_partial,Biotechnology: Pharmaceutical Preparations,Health Care,2/23/2022,2/23/2022,93.48999786,42.47000122
Josh Gottheimer,Democrat,2/23/2021,EQIX,sale_full,Real Estate Investment Trusts,Real Estate,2/23/2022,2/23/2022,658.8200073,674.1300049
Josh Gottheimer,Democrat,2/16/2021,FCX,purchase,Precious Metals,Basic Industries,2/16/2022,2/16/2022,32.90000153,44.25
Josh Gottheimer,Democrat,2/9/2021,HD,sale_partial,RETAIL: Building Materials,Consumer Services,2/9/2022,2/9/2022,276.769989,364.3699951
Josh Gottheimer,Democrat,2/23/2021,HD,sale_partial,RETAIL: Building Materials,Consumer Services,2/23/2022,2/23/2022,267.2399902,308.4500122
Josh Gottheimer,Democrat,2/24/2021,HUBS,purchase,Computer Software: Prepackaged Software,Technology,2/24/2022,2/24/2022,518.7299805,525
Josh Gottheimer,Democrat,2/23/2021,ISRG,sale_partial,Industrial Specialties,Health Care,2/23/2022,2/23/2022,248.2366638,276.5
Josh Gottheimer,Democrat,2/4/2021,LUKOY,purchase,,,2/4/2022,2/4/2022,75.33999634,91.98000336
Josh Gottheimer,Democrat,2/9/2021,LULU,sale_partial,Apparel,Consumer Non-Durables,2/9/2022,2/9/2022,340.6900024,339.6400146
Josh Gottheimer,Democrat,2/16/2021,MELI,purchase,Catalog/Specialty Distribution,Consumer Discretionary,2/16/2022,2/16/2022,1939.869995,1133.839966
Josh Gottheimer,Democrat,2/25/2021,MSFT,sale_partial,Computer Software: Prepackaged Software,Technology,2/25/2022,2/25/2022,228.9900055,297.3099976
Josh Gottheimer,Democrat,2/12/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,244.9900055,295
Josh Gottheimer,Democrat,2/12/2021,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,244.9900055,295
Josh Gottheimer,Democrat,2/12/2021,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,244.9900055,295
Josh Gottheimer,Democrat,2/12/2021,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,244.9900055,295
Josh Gottheimer,Democrat,2/12/2021,MSFT,sale_full,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,244.9900055,295
Josh Gottheimer,Democrat,2/12/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,244.9900055,295
Josh Gottheimer,Democrat,2/12/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,244.9900055,295
Josh Gottheimer,Democrat,2/12/2021,MSFT,purchase,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,244.9900055,295
Josh Gottheimer,Democrat,2/12/2021,MSFT,sale_partial,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,244.9900055,295
Josh Gottheimer,Democrat,2/25/2021,MDB,purchase,Retail: Computer Software & Peripheral Equipment,Technology,2/25/2022,2/25/2022,380,375.9400024
Josh Gottheimer,Democrat,2/23/2021,MS,purchase,Investment Bankers/Brokers/Service,Finance,2/23/2022,2/23/2022,77.5,93.55000305
Josh Gottheimer,Democrat,2/25/2021,NFLX,sale_partial,Consumer Electronics/Video Chains,Consumer Services,2/25/2022,2/25/2022,546.7000122,390.7999878
Josh Gottheimer,Democrat,2/26/2021,OCFC,purchase,Savings Institutions,Finance,2/26/2022,2/28/2022,21.72999954,22.37999916
Josh Gottheimer,Democrat,2/25/2021,OLLI,sale_partial,Department/Specialty Retail Stores,Consumer Discretionary,2/25/2022,2/25/2022,82.31999969,43.36000061
Josh Gottheimer,Democrat,2/5/2021,PFGC,purchase,Food Distributors,Consumer Discretionary,2/5/2022,2/7/2022,52.75999832,43.81999969
Josh Gottheimer,Democrat,2/11/2021,PM,sale_full,Farming/Seeds/Milling,Consumer Non-Durables,2/11/2022,2/11/2022,85.36000061,107.9599991
Josh Gottheimer,Democrat,2/24/2021,ROP,sale_full,Industrial Machinery/Components,Capital Goods,2/24/2022,2/24/2022,378.8200073,444.0599976
Josh Gottheimer,Democrat,2/10/2021,SPGI,sale_partial,Finance: Consumer Services,Finance,2/10/2022,2/10/2022,333,396.4500122
Josh Gottheimer,Democrat,2/12/2021,CRM,sale_full,Computer Software: Prepackaged Software,Technology,2/12/2022,2/14/2022,240.3699951,206.3999939
Josh Gottheimer,Democrat,2/17/2021,SHOP,purchase,Computer Software: Prepackaged Software,Technology,2/17/2022,2/17/2022,142.5,66
Josh Gottheimer,Democrat,2/26/2021,SLAB,sale_partial,Semiconductors,Technology,2/26/2022,2/28/2022,155.7400055,153.7100067
Josh Gottheimer,Democrat,2/5/2021,SYF,purchase,Finance: Consumer Services,Finance,2/5/2022,2/7/2022,37.29000092,42.88999939
Josh Gottheimer,Democrat,2/3/2021,TSM,sale_partial,Semiconductors,Technology,2/3/2022,2/3/2022,127.5,119.8399963
Josh Gottheimer,Democrat,2/16/2021,TPR,purchase,Apparel,Consumer Discretionary,2/16/2022,2/16/2022,39.06000137,40.93000031
Josh Gottheimer,Democrat,2/23/2021,BX,purchase,Investment Managers,Finance,2/23/2022,2/23/2022,69.30000305,120.8300018
Josh Gottheimer,Democrat,2/24/2021,TWLO,purchase,Industrial Machinery/Components,Industrials,2/24/2022,2/24/2022,408.9599915,165.0200043
Josh Gottheimer,Democrat,2/16/2021,UBER,purchase,,,2/16/2022,2/16/2022,60.52000046,36.58000183
Josh Gottheimer,Democrat,2/22/2021,WSC,sale_full,,,2/22/2022,2/22/2022,26.64999962,36.20000076
Josh Gottheimer,Democrat,2/8/2021,WSC,sale_partial,,,2/8/2022,2/8/2022,26.95999908,37.84000015
Josh Gottheimer,Democrat,2/23/2021,Z,purchase,Business Services,Consumer Discretionary,2/23/2022,2/23/2022,168.8699951,54.54999924
James R. Langevin,Democrat,2/3/2021,BABA,sale_partial,Business Services,Miscellaneous,2/3/2022,2/3/2022,263.4299927,123.4700012
James R. Langevin,Democrat,2/9/2021,GNRC,purchase,Metal Fabrications,Consumer Durables,2/9/2022,2/9/2022,275.5599976,294.480011
James R. Langevin,Democrat,2/9/2021,GNRC,sale_full,Metal Fabrications,Consumer Durables,2/9/2022,2/9/2022,275.5599976,294.480011
James R. Langevin,Democrat,2/8/2021,PYPL,sale_full,Business Services,Miscellaneous,2/8/2022,2/8/2022,282.1700134,120.2600021
James R. Langevin,Democrat,2/22/2021,SQ,purchase,Computer Software: Prepackaged Software,Technology,2/22/2022,2/22/2022,268.0799866,93.91000366
Lois Frankel,Democrat,4/29/2022,COLD,purchase,Real Estate Investment Trusts,Real Estate,4/29/2023,5/1/2023,26.37999916,28.96999931
Lois Frankel,Democrat,5/2/2022,COLD,purchase,Real Estate Investment Trusts,Real Estate,5/2/2023,5/2/2023,25.77000046,28.65999985
Lois Frankel,Democrat,4/25/2022,AVY,purchase,Office Equipment/Supplies/Services,Miscellaneous,4/25/2023,4/25/2023,168.6900024,170.8300018
Lois Frankel,Democrat,5/11/2022,C,sale_full,Major Banks,Finance,5/11/2023,5/11/2023,47.65999985,46.02999878
Lois Frankel,Democrat,4/27/2022,C,sale_partial,Major Banks,Finance,4/27/2023,4/27/2023,49.59999847,47.02999878
Lois Frankel,Democrat,5/4/2022,GD,purchase,Marine Transportation,Capital Goods,5/4/2023,5/4/2023,242.9199982,208.8500061
Lois Frankel,Democrat,4/27/2022,GXO,purchase,,,4/27/2023,4/27/2023,60.5,50.86000061
Lois Frankel,Democrat,5/4/2022,JNJ,sale_partial,Major Pharmaceuticals,Health Care,5/4/2023,5/4/2023,180.1999969,162.1300049
Lois Frankel,Democrat,4/25/2022,JNJ,sale_partial,Major Pharmaceuticals,Health Care,4/25/2023,4/25/2023,186.0099945,165.1799927
Lois Frankel,Democrat,5/11/2022,JCI,purchase,Other Consumer Services,Consumer Services,5/11/2023,5/11/2023,51.02999878,62.06000137
Lois Frankel,Democrat,4/25/2022,SHW,purchase,RETAIL: Building Materials,Consumer Services,4/25/2023,4/25/2023,248.0200043,234.7899933
Lois Frankel,Democrat,4/25/2022,VNT,purchase,,,4/25/2023,4/25/2023,26.45999908,26.62999916
David P. Joyce,Republican,5/19/2022,PAVE,sale_full,,,5/19/2023,5/19/2023,24.67000008,28.11000061
David P. Joyce,Republican,5/19/2022,PAA,purchase,Natural Gas Distribution,Energy,5/19/2023,5/19/2023,10.81999969,13.48999977
David P. Joyce,Republican,5/17/2022,VCSH,sale_full,,,5/17/2023,5/17/2023,76.77999878,76.04000092
Jamie Raskin,Democrat,2/9/2022,IX,exchange,Diversified Financial Services,Finance,2/9/2023,2/9/2023,106,89.16000366
Mike Garcia,Republican,6/21/2021,GME,purchase,Electronics Distribution,Consumer Services,6/21/2022,6/21/2022,50.09249878,35.06999969
Mike Garcia,Republican,7/12/2021,VXX,purchase,,,7/12/2022,7/12/2022,467.8399963,359.6799927
Mark E. Green,Republican,7/9/2021,AM,purchase,Natural Gas Distribution,Public Utilities,7/9/2022,7/11/2022,10.56999969,9.300000191
Mark E. Green,Republican,7/7/2021,CAPL,purchase,Oil Refining/Marketing,Energy,7/7/2022,7/7/2022,19.03000069,20.67000008
Mark E. Green,Republican,7/7/2021,ET,purchase,Natural Gas Distribution,Public Utilities,7/7/2022,7/7/2022,10.47000027,9.869999886
Mark E. Green,Republican,7/9/2021,ET,sale_full,Natural Gas Distribution,Public Utilities,7/9/2022,7/11/2022,10.59000015,9.729999542
Mark E. Green,Republican,7/7/2021,ENLC,sale_full,,,7/7/2022,7/7/2022,6.050000191,8.840000153
Mark E. Green,Republican,7/1/2021,ENLC,sale_full,,,7/1/2022,7/1/2022,6.440000057,8.819999695
Mark E. Green,Republican,7/1/2021,AMZA,sale_full,,,7/1/2022,7/1/2022,29.79999924,26.97999954
Mark E. Green,Republican,7/9/2021,USAC,purchase,Oilfield Services/Equipment,Energy,7/9/2022,7/11/2022,16.79999924,17.13999939
Mark E. Green,Republican,7/9/2021,USDP,sale_full,Railroads,Industrials,7/9/2022,7/11/2022,7.420000076,5.099999905
Susie Lee,Democrat,6/10/2021,AGCO,sale_full,Industrial Machinery/Components,Capital Goods,6/10/2022,6/10/2022,130.2400055,117.8499985
Susie Lee,Democrat,6/17/2021,AMRC,sale_full,"Water, Sewer, Pipeline, Comm & Power Line Construction",Industrials,6/17/2022,6/17/2022,63.75999832,45.11999893
Susie Lee,Democrat,6/21/2021,AJG,purchase,Specialty Insurers,Finance,6/21/2022,6/21/2022,139.6600037,155.2100067
Susie Lee,Democrat,6/23/2021,BLK,purchase,Investment Bankers/Brokers/Service,Finance,6/23/2022,6/23/2022,865.4199829,624.710022
Susie Lee,Democrat,6/10/2021,BLK,purchase,Investment Bankers/Brokers/Service,Finance,6/10/2022,6/10/2022,867.4400024,617.6699829
Susie Lee,Democrat,6/9/2021,CDNS,sale_full,Computer Software: Prepackaged Software,Technology,6/9/2022,6/9/2022,125.1900024,155.8099976
Susie Lee,Democrat,6/28/2021,CZR,purchase,Hotels/Resorts,Consumer Services,6/28/2022,6/28/2022,100.5400009,42.97000122
Susie Lee,Democrat,6/23/2021,CZR,purchase,Hotels/Resorts,Consumer Services,6/23/2022,6/23/2022,103.2200012,39.52000046
Susie Lee,Democrat,6/10/2021,CWH,sale_full,Other Specialty Stores,Consumer Discretionary,6/10/2022,6/10/2022,39.83000183,26.77000046
Susie Lee,Democrat,6/28/2021,CARR,purchase,,,6/28/2022,6/28/2022,47.88000107,35.99000168
Susie Lee,Democrat,6/23/2021,CARR,purchase,,,6/23/2022,6/23/2022,46.09999847,34.81999969
Susie Lee,Democrat,6/28/2021,CHDN,purchase,Services-Misc. Amusement & Recreation,Consumer Discretionary,6/28/2022,6/28/2022,98.93499756,97.00499725
Susie Lee,Democrat,6/28/2021,COMM,purchase,Radio And Television Broadcasting And Communications Equipment,Technology,6/28/2022,6/28/2022,21.45999908,6.449999809
Susie Lee,Democrat,6/17/2021,CWK,purchase,,,6/17/2022,6/17/2022,18.13999939,14.77000046
Susie Lee,Democrat,6/23/2021,CWK,purchase,,,6/23/2022,6/23/2022,17.80999947,14.98999977
Susie Lee,Democrat,6/21/2021,CWK,purchase,,,6/21/2022,6/21/2022,17.95000076,14.92000008
Susie Lee,Democrat,6/28/2021,CWK,purchase,,,6/28/2022,6/28/2022,17.65999985,15.13000011
Susie Lee,Democrat,6/17/2021,DPZ,sale_partial,Food Distributors,Consumer Non-Durables,6/17/2022,6/17/2022,457.2000122,379.1700134
Susie Lee,Democrat,6/21/2021,DPZ,sale_full,Food Distributors,Consumer Non-Durables,6/21/2022,6/21/2022,459.4599915,386.3599854
Susie Lee,Democrat,6/10/2021,ELAN,purchase,Biotechnology: Pharmaceutical Preparations,Health Care,6/10/2022,6/10/2022,33.59000015,22.27000046
Susie Lee,Democrat,6/21/2021,ELAN,purchase,Biotechnology: Pharmaceutical Preparations,Health Care,6/21/2022,6/21/2022,34.86999893,20.03000069
Susie Lee,Democrat,6/23/2021,GDDY,purchase,EDP Services,Technology,6/23/2022,6/23/2022,85.48000336,67.76000214
Susie Lee,Democrat,6/15/2021,HCA,purchase,Hospital/Nursing Management,Health Care,6/15/2022,6/15/2022,209.5599976,181.6900024
Susie Lee,Democrat,6/21/2021,LEA,sale_full,Auto Parts:O.E.M.,Capital Goods,6/21/2022,6/21/2022,173.8699951,128.4499969
Susie Lee,Democrat,6/10/2021,LDOS,purchase,EDP Services,Technology,6/10/2022,6/10/2022,106.6800003,100.7200012
Susie Lee,Democrat,6/10/2021,LYV,purchase,Services-Misc. Amusement & Recreation,Consumer Services,6/10/2022,6/10/2022,87.01000214,92.30999756
Susie Lee,Democrat,6/15/2021,LKQ,purchase,Automotive Aftermarket,Consumer Discretionary,6/15/2022,6/15/2022,48.95000076,48.75
Susie Lee,Democrat,6/15/2021,LPLA,purchase,Investment Bankers/Brokers/Service,Finance,6/15/2022,6/15/2022,138.3200073,188.6999969
Susie Lee,Democrat,6/21/2021,LITE,sale_full,Computer peripheral equipment,Technology,6/21/2022,6/21/2022,81.16999817,78.66999817
Susie Lee,Democrat,6/23/2021,MAS,sale_full,Building Products,Industrials,6/23/2022,6/23/2022,57.75,49.52999878
Susie Lee,Democrat,6/10/2021,TAP,purchase,Beverages (Production/Distribution),Consumer Non-Durables,6/10/2022,6/10/2022,60.72000122,52.34000015
Susie Lee,Democrat,6/17/2021,MSCI,sale_full,Advertising,Finance,6/17/2022,6/17/2022,505.5400085,386.7099915
Susie Lee,Democrat,6/10/2021,PII,sale_full,Industrial Specialties,Capital Goods,6/10/2022,6/10/2022,127.3399963,100.1399994
Susie Lee,Democrat,6/17/2021,PHM,sale_full,Homebuilding,Capital Goods,6/17/2022,6/17/2022,53.72000122,36.25
Susie Lee,Democrat,6/17/2021,REZI,purchase,,,6/17/2022,6/17/2022,29.39999962,19.88999939
Susie Lee,Democrat,6/21/2021,REZI,purchase,,,6/21/2022,6/21/2022,30.05999947,19.78000069
Susie Lee,Democrat,6/10/2021,SCI,purchase,Other Consumer Services,Consumer Services,6/10/2022,6/10/2022,54.18000031,68.66000366
Susie Lee,Democrat,6/9/2021,SHW,sale_full,RETAIL: Building Materials,Consumer Services,6/9/2022,6/9/2022,276.9599915,261.9899902
Susie Lee,Democrat,6/23/2021,SWK,purchase,Diversified Manufacture,Consumer Discretionary,6/23/2022,6/23/2022,198.4799957,106.4400024
Susie Lee,Democrat,6/28/2021,SWK,purchase,Diversified Manufacture,Consumer Discretionary,6/28/2022,6/28/2022,204.8399963,107.4700012
Susie Lee,Democrat,6/28/2021,SYF,purchase,Finance: Consumer Services,Finance,6/28/2022,6/28/2022,48.49000168,28.95999908
Susie Lee,Democrat,6/28/2021,TFX,purchase,Medical/Dental Instruments,Health Care,6/28/2022,6/28/2022,406.3900146,253.2599945
Susie Lee,Democrat,6/9/2021,TER,sale_full,Electrical Products,Capital Goods,6/9/2022,6/9/2022,124.7099991,101.1900024
